SCHOOL_DISTRICT_CODE,SCHOOL_DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SCHOOL_CITY,SCHOOL_POSTAL_CODE
3020,The Edmonton School Division,7278,Earl Buxton School,Edmonton,T6R2H7
3020,The Edmonton School Division,7504,Brightview School,Edmonton,T5P0W3
3020,The Edmonton School Division,7542,Westglen School,Edmonton,T5M0S7
3020,The Edmonton School Division,7557,Vernon Barford School,Edmonton,T6J2C1
3020,The Edmonton School Division,7573,John D Bracco School,Edmonton,T5Y2P7
3020,The Edmonton School Division,7702,L Y Cairns School,Edmonton,T6H0A1
3020,The Edmonton School Division,7704,Braemar School,Edmonton,T6B1R7
9113,Cen of Learning At Edmonton,7952,Centre of Learning At Edmonton,,
9062,Winnifred Stewart School,7965,Winnifred Stewart School,,
0110,The Edmonton Catholic Separate School Division,8018,St. Boniface,Edmonton,T6J0R9
0110,The Edmonton Catholic Separate School Division,8027,St. Margaret School,Edmonton,T6E3M1
0110,The Edmonton Catholic Separate School Division,8035,St. William Catholic School,Edmonton,T5A0S7
0110,The Edmonton Catholic Separate School Division,8407,St. Joseph,Edmonton,T5H3C1
0110,The Edmonton Catholic Separate School Division,8408,St. Mary Community School,,
0110,The Edmonton Catholic Separate School Division,8415,Fresh Start Westmount Academic Centre,Edmonton,T5M1L1
0110,The Edmonton Catholic Separate School Division,8416,Fresh Start West,Edmonton,T5T1V1
9304,Wilson Prairie Mennonite School Society,1199,Blumenort Mennonite School,La Crete,T0H2H0
2518,FBA Education Services LTD,2524,Fueling Brains Academy Walden,Calgary,T2W4X8
0284,The Southern Francophone Education Region,1189,�cole Notre-Dame des Vall�es,Cochrane,T4C1R1
0094,Nunavut - Department of Education,0050,Arnaqjuaq School,Sanirajak,X0A0K0
2305,The Parkland School Division,1267,Greystone Centennial Middle School,Spruce Grove,T7X4P5
2115,The Wetaskiwin School Division,1300,Lynn Lauren School,Wetaskiwin,T9A0K3
2195,The Elk Island School Division,1362,EIPS Centre for Educational Alternatives,Sherwood Park,T8A4Y1
0205,Aspen Hill Montessori Casa,1368,Aspen Hill Montessori School,Calgary,T3H4C7
2255,The Palliser School Division,1448,Palliser Beyond Borders at Picture Butte,Picture Butte,T0K1V0
3240,The Grande Prairie Public School Division,1461,Maude Clifford Public School,Grande Prairie,T8X0J4
0233,Living Truth Christian School Society,1474,Living Truth Christian School,Mirror,T0B3C0
1245,The Northern Lights School Division,1568,Fishing Lake Outreach Program,Fishing Lake,T0A3G0
3020,The Edmonton School Division,1577,Bessie Nichols School,Edmonton,T6M2Z7
1220,The High Prairie School Division,1618,Slave Lake Airport Hangar ECS,,
0156,The Government of Canada as represented by Correctional Service Canada,1625,Roland Little Poplar Learning Center,Maskwacis,T0C1N0
5030,Falher Cons Sch Dist #69,1637,College Notre-Dame ECS,,
0262,Unknown Schools Authority,1660,Unknown Name S7056,,
1250,The Fort Vermilion School Division,1835,Brewsters Camp School,Fort Vermilion,T0H1N0
3260,The Board of Trustees of Fort McMurray Public School Division,1854,Ecole Dickinsfield School,Fort McMurray,T9K1M9
0294,Canadian Arab Friendship Association of Edmonton,1861,CAFA Playschool Family and Early Development Program,Edmonton,T5E6A9
9000,Other Schools,1869,Athabasca University Learning Centre,Edmonton,T5J5E6
4160,The Fort McMurray Roman Catholic Separate School Division,1876,Beacon Hill School ECS,,
9121,Keyano College,1895,Keyano College,Fort McMurray,T9H2H7
9414,Pacekids Society for Kids with Special Needs,1949,Pacekids Programs North,Calgary,T2E6Y4
1190,The Rocky View School Division,1977,Coopers Crossing School,Airdrie,T4B0X6
3030,The Calgary School Division,1989,Nelson Mandela High School,Calgary,T3J4W3
4010,The Calgary Roman Catholic Separate School Division,8726,St. John XXIII School,Calgary,T3J2C3
3030,The Calgary School Division,9105,Clinton Ford School,,
3030,The Calgary School Division,9131,R. B. Bennett School,Calgary,T3B1K8
3030,The Calgary School Division,9136,Spruce Cliff Elementary,Calgary,T3C0A5
3030,The Calgary School Division,9300,Acadia School,Calgary,T2J1K4
3030,The Calgary School Division,9305,Braeside School,Calgary,T2W0C3
3030,The Calgary School Division,9319,Kingsland School,Calgary,T2V1B1
4010,The Calgary Roman Catholic Separate School Division,8514,St. Joseph Elementary School,Calgary,T2M3G3
4010,The Calgary Roman Catholic Separate School Division,8546,St. Jude School,Calgary,T2W4W4
3030,The Calgary School Division,9333,Nellie McClung School,Calgary,T2V3S4
3030,The Calgary School Division,9362,Haultain Memorial School,Calgary,T2J4S8
3030,The Calgary School Division,9652,Sir John A. Macdonald School,Calgary,T2K1C2
3030,The Calgary School Division,9657,Ian Bazalgette School,Calgary,T2B0C8
3030,The Calgary School Division,9686,Annie Gale School,Calgary,T1Y4S8
3030,The Calgary School Division,9836,Henry Wise Wood High School,Calgary,T2V0S6
3030,The Calgary School Division,9860,John G. Diefenbaker High School,Calgary,T2K1C2
3030,The Calgary School Division,9864,Plains Indians Cultural Survival School,Calgary,T3C1P4
3030,The Calgary School Division,9886,Dr. Gordon Townsend School,Calgary,T3B6A8
9129,Agape Christian Academy,9901,Agape Christian Academy,,
9176,North Hill Driving School,9902,North Hill Driving School,,
9124,Preparation For Life Sch,9907,Preparation For Life School,,
9133,Leduc Christian Academy,9910,Leduc Christian Academy,Leduc,T9E6L8
9107,Foothills Academy Society,9917,Foothills Academy,Calgary,T2N4T1
9173,Lycee Louis Pasteur Society,9919,Lycee Louis Pasteur,Calgary,T2T6G2
9074,German Language School of Calgary,9924,German Language School of Calgary,Calgary,T2H1X3
9174,McMahon Senior High School,9934,McMahon Senior High School,Calgary,T3K1T8
2245,The Black Gold School Division,9943,Covenant Christian School,Leduc,T9E6M7
9226,Immanuel Christian Academy,9950,Immanuel Christian Academy,,
9277,Elofson Academy,9956,Elofson Academy,Calgary,T3B2E7
9281,383385 Alberta Ltd.,9959,Montessori Elementary School,Calgary,T2S2G4
9332,Calgary International College,9961,Calgary International College,Calgary,T2E7M9
9296,The Calgary Chinese Public School Society,9963,Calgary Chinese Private School,Calgary,T2P0B9
9353,Delta West Academy Society,9972,Delta West Academy,Calgary,T2E4P3
9920,Society for the Improvement of Childcare & Educational Services/Workshops of Alberta (SICES),9980,SICES International Academy,Edmonton,T6P1R5
9947,Paramount Academy,9989,Paramount Academy,St. Albert,T8N1H6
4130,The Grande Prairie Roman Catholic Separate School Division,1178,St. Joseph Catholic High School,Grande Prairie,T8W2P1
4130,The Grande Prairie Roman Catholic Separate School Division,1179,St. Patrick Catholic School,Grande Prairie,T8V4T8
4010,The Calgary Roman Catholic Separate School Division,1525,Fresh Start Outreach Program,Calgary,T2G1N2
0021,The Holy Family Catholic Separate School Division,1670,St. Andrew's School,High Prairie,T0G1E0
0337,Gobind Marg Charitable Trust Foundation,2174,Gobind Sarvar School,Calgary,T3J5H3
0355,Calgary Changemakers in Education Society,2300,Calgary Changemaker School,Calgary,T3Z2A7
9246,Frog Lake Band,2348,Tus-tuk-ee-skaws School,Frog Lake,T0A1M0
1085,Grande Yellowhead Public School Division,2010,Fulham School,Yellowhead County,T7E3X6
1085,Grande Yellowhead Public School Division,2019,Jacob Stahl School,Evansburg,T0E0T0
3030,The Calgary School Division,2056,Hugh A. Bennett School,Calgary,T3J0V1
0177,The Peace Wapiti School Division,2126,Silver Valley Colony School,Bonanza,T0H0K0
0094,Nunavut - Department of Education,2139,Arctic College (Arviat),Iqaluit,X0A0H0
3030,The Calgary School Division,2245,CLS Lord Beaverbrook Writing Centre,Calgary,T2H0Z4
3030,The Calgary School Division,2246,CLS James Fowler Writing Centre,Calgary,T2K1A1
0348,Fort McKay First Nation,2260,Fort McKay First Nation E-Learning School,Fort McMurray,T9H3G4
0110,The Edmonton Catholic Separate School Division,2266,Divine Mercy Catholic Elementary School,Edmonton,T6X2N1
0351,Academie Francis Valery,2277,�cole Canadienne Internationale de Casablanca,Casablanca,20200
1175,The Pembina Hills School Division,2316,Barrhead Outreach,Barrhead,T7N1P3
0110,The Edmonton Catholic Separate School Division,2384,Cardinal Collins Catholic Academic Centre - Westmount,Edmonton,T5M1L1
2255,The Palliser School Division,2410,National Sport School,Calgary,T3B6B7
2465,Kaya Pomeh Education Authority,2423,kaya Pomeh Adult Education School,Enoch,T7X3Y3
0400,STEM Collegiate Canada Society,2440,STEM Collegiate,Edmonton,T6B3R6
9170,Westlock Christian School,2490,Westlock Christian School,Westlock,T0G2L0
7020,The Board of Trustees of St. Albert Public Schools,2544,Robert Rundle Elementary,St. Albert,T8N0X6
9243,Alexander First Nation Education Authority,2591,Kipohtakaw Education Centre,Morinville,T8R1S3
4077,The Greater St. Albert Roman Catholic Separate School Division,2594,Morinville Community High School,Morinville,T8R1P6
1245,The Northern Lights School Division,2705,Central Elementary School,Lac La Biche,T0A2C0
1245,The Northern Lights School Division,2726,Cold Lake Outreach,Cold Lake,T9M1T1
2185,The St. Paul School Division,2800,Ashmont School,Ashmont,T0A0C0
2185,The St. Paul School Division,2805,Lafond School,,
9246,Frog Lake Band,2891,Chief Napeweaw Elementary School,Frog Lake,T0A1M0
9123,Lakeland College,2893,Lakeland College (St Paul),Fort Kent,T0A1H0
1245,The Northern Lights School Division,2915,Bonnyville Play & Learn District Centre,,
3390,Medley School Dist # 5029,2998,L'ecole Lacombe,,
2115,The Wetaskiwin School Division,3101,Alder Flats Elementary School,Alder Flats,T0C0A0
9845,Cochrane Valley ECS,0158,Glenbow School ECS,,
9001,Northwest Territories - Department of Education, Culture and Employment,0071,Territorial School,,
9888,Learning Tree ECS Association,0220,Learning Tree D C Centre North,Red Deer,T4N6E2
9904,Davar Christian Day Care Soc,0241,Davar Day Care Centre,Calgary,T1Y6G5
9905,Magic Mountain ECS Society,0242,Magic Mountain Child Care,Airdrie,T4B1R1
9000,Other Schools,0318,44 Capital Boulevard Writing Centre,Edmonton,T5J5E6
0045,Connect Charter School Society,0335,Connect Charter School,Calgary,T3E5Z4
0088,Dehcho Divisional Education Council,0559,Louie Norwegian,Jean Marie River,X0E0N0
9000,Other Schools,0587,St. Mary's College,Vermilion,T9X1G2
4870,Lloydminster Roman Catholic Separate School Division,0595,St. Mary's Elementary School,Lloydminster,T9V1M8
9292,Stoney Tribal Administration,4190,Taotha School,Nordegg,T0M2H0
2195,The Elk Island School Division,3303,Ardrossan Elementary School,Ardrossan,T8E2M8
0349,Commonwealth International Academy Ltd.,2267,Commonwealth International Academy,Edmonton,T5M1W4
4010,The Calgary Roman Catholic Separate School Division,8511,St. Benedict School,Calgary,T2V1R2
4130,The Grande Prairie Roman Catholic Separate School Division,1138,St. John Bosco Catholic School,Grande Prairie,T8W2P1
4160,The Fort McMurray Roman Catholic Separate School Division,1767,St. Kateri School,Fort McMurray,T9K0P1
4481,The Holy Spirit Roman Catholic Separate School Division,6482,Children of St. Martha School,Lethbridge,T1K4R3
9117,Lethbridge Community College,6197,Vulcan Academic Upgrading Center,Lethbridge,T1K1L6
0056,The Westwind School Division,6215,East Cardston Colony School,Cardston,T0K0K0
1135,The Livingstone Range School Division,6314,Daly Creek Colony School,Granum,T0L1A0
2255,The Palliser School Division,6422,Lethbridge County Colony,,
3040,The Lethbridge School Division,6436,Allan Watson Elementary School,Lethbridge,T1J2B6
3040,The Lethbridge School Division,6437,Central School,Lethbridge,
3040,The Lethbridge School Division,6443,Hamilton Junior High School,Lethbridge,T1J2Z4
3040,The Lethbridge School Division,6487,Coulee Ridge Campus,Lethbridge,T1J0P3
9251,Bethel Apostolic Academy,6488,Bethel Apostolic Academy,,
0195,The Prairie Rose School Division,6807,Schuler School,Schuler,T0J3B0
3050,The Medicine Hat School Division,6862,Northeast Child Development Centre,Medicine Hat,T1C1P5
9340,Philips-Grant Management & Consulting Ltd.,6898,Almont Rose Centre for Learning - Red Deer,Red Deer,T4N2J2
3020,The Edmonton School Division,7054,Strathcona School,Edmonton,T6E0Z6
3020,The Edmonton School Division,7193,Clara Tyner School,Edmonton,T6B2E2
3020,The Edmonton School Division,7228,Belmont School,Edmonton,T5A3T1
3020,The Edmonton School Division,7257,Meyokumin School,Edmonton,T6L4J8
3020,The Edmonton School Division,7534,Londonderry School,Edmonton,T5C2R4
3020,The Edmonton School Division,7604,Holyrood (French) ECS,,
3020,The Edmonton School Division,7616,Mayfield Early Education Project,,
9342,Inner City Youth Development Association,7970,Inner City High School,Edmonton,T5H4H3
0099,Alberta Education,7999,Alberta Education,Edmonton,T5J5E6
3030,The Calgary School Division,9238,Varsity Acres School,Calgary,T3A0H7
3030,The Calgary School Division,9346,Dr. Gordon Higgins School,Calgary,T1Y2W9
3030,The Calgary School Division,9363,Midnapore School,Calgary,T2X1L7
3030,The Calgary School Division,9373,Cecil Swanson School,Calgary,T1Y5V9
3030,The Calgary School Division,9622,Colonel Irvine School,Calgary,T2K3H6
3030,The Calgary School Division,9643,Harold Panabaker School,Calgary,T2W0W3
3030,The Calgary School Division,9649,Sir John Franklin School,Calgary,T2E0T7
3030,The Calgary School Division,9850,Lord Beaverbrook High School,Calgary,T2H0Z4
3030,The Calgary School Division,9888,Home Confined Class,Calgary,T2S1G6
3020,The Edmonton School Division,2566,Elder Dr. Francis Whiskeyjack School,,
7020,The Board of Trustees of St. Albert Public Schools,2586,St. Albert Public Schools' Continuing Education,St.Albert,T8N0G4
4208,The Christ the Redeemer Catholic Separate School Division,5370,�cole Good Shepherd School,Okotoks,T1S2A3
9000,Other Schools,7996,Northern Alberta Institute of Technology,Edmonton,T5G2R1
0110,The Edmonton Catholic Separate School Division,8048,Bishop Savaryn Catholic Elementary School,Edmonton,T5X2R2
0110,The Edmonton Catholic Separate School Division,8049,Anne Fitzgerald Catholic Elementary School,Edmonton,T5A4G3
0110,The Edmonton Catholic Separate School Division,8203,Holy Cross Catholic Elementary/Junior High School,Edmonton,T5P0R5
0110,The Edmonton Catholic Separate School Division,8215,St. Edmund,Edmonton,T5L1S3
0110,The Edmonton Catholic Separate School Division,8226,St. Pius X,Edmonton,T5L1C5
0110,The Edmonton Catholic Separate School Division,8229,St. Vincent Catholic Elementary School,Edmonton,T5N2J6
0110,The Edmonton Catholic Separate School Division,8411,Holy Trinity Catholic High School,Edmonton,T6K4A5
4010,The Calgary Roman Catholic Separate School Division,8507,St. Patrick School,Calgary,T1Y2X1
4010,The Calgary Roman Catholic Separate School Division,8534,St. Henry Elementary School,Calgary,T2K1H5
4010,The Calgary Roman Catholic Separate School Division,8554,Monsignor Neville Anderson School,Calgary,T3K4B2
4010,The Calgary Roman Catholic Separate School Division,8904,St. Mary's High School,Calgary,T2S0B8
3030,The Calgary School Division,9202,Banff Trail School,Calgary,T2M4J3
3030,The Calgary School Division,9221,King George School,,
3030,The Calgary School Division,9224,Mount View School,Calgary,T2E3T8
3030,The Calgary School Division,9311,Eugene Coste School,Calgary,T2V3K7
3030,The Calgary School Division,9331,Willow Park School,Calgary,T2J0K7
3030,The Calgary School Division,9332,Windsor Park School,Calgary,T2V0Z7
3030,The Calgary School Division,9614,Sir William Van Horne High School,Calgary,T2N4Y3
3030,The Calgary School Division,9645,Bishop Pinkham School,Calgary,T3E5K1
3030,The Calgary School Division,9858,Dr. E. P. Scarlett High School,Calgary,T2W1H4
9131,Calgary Academy Society,9908,Calgary Academy,Calgary,T3H0R3
9140,West Island College Society of Alberta,9913,West Island College,Calgary,T2H1M5
9817,Babar's Child Cen Soc,9930,Grovenor Elementary School ECS,,
9094,A M A Driver Training Sch,9946,A M A Driver Training School,,
9278,Hellenic Society of Calgary and District,9957,Greek Community School,Calgary,T3C3B7
1175,The Pembina Hills School Division,0019,Westlock Outreach,Westlock,T7P2J4
4130,The Grande Prairie Roman Catholic Separate School Division,1170,St. Mary Catholic School,Beaverlodge,T0H0C0
4130,The Grande Prairie Roman Catholic Separate School Division,1181,St. Kateri Catholic School,Grande Prairie,T8W1H3
4077,The Greater St. Albert Roman Catholic Separate School Division,2588,�cole Sacr�-Coeur,St. Albert,T8N5Y2
0151,Calgary Arts Academy Society,1126,Calgary Arts Academy,Calgary,T2G1E8
0110,The Edmonton Catholic Separate School Division,2597,St. Josephine Bakhita Catholic Elementary/Junior High School,,
